名次,馬號,馬名,騎師,練馬師,排位體重,實際負磅,檔位,頭馬距離,沿途走位,完成時間,獨嬴賠率,horse_info_url,日期,場次,horse_id
5,7,佳運財 ,楊明綸,大衛希斯,1188,123.0,2,3-3/4,6 5 5,1:09.02,59.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E269,19/11/2023,7,E269
6,4,韋小寶 ,艾兆禮,伍鵬志,1142,123.0,3,4-1/2,5 6 6,1:09.15,22.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C188,19/11/2023,7,C188
7,5,聚才 ,霍宏聲,伍鵬志,1228,123.0,6,12-3/4,7 7 7,1:10.44,38.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D108,19/11/2023,7,D108
 1,5,永遠美麗 ,潘頓,蔡約翰,1193,123.0,5,-,4 4 3 1,1:33.04,2.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_H008,19/11/2023,8,H008
2,2,美麗同享 ,梁家俊,告東尼,1041,123.0,2,短馬頭位,5 5 5 2,1:33.04,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E058,19/11/2023,8,E058
3,4,遨遊氣泡 ,巴度,姚本輝,1242,123.0,3,4-1/2,2 2 1 3,1:33.74,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E436,19/11/2023,8,E436
4,1,加州星球 ,蔡明紹,告東尼,1213,128.0,4,4-3/4,1 1 2 4,1:33.81,1.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E314,19/11/2023,8,E314
5,3,健康愉快 ,艾兆禮,羅富全,1177,123.0,1,5-3/4,3 3 4 5,1:33.97,27.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D435,19/11/2023,8,D435
1,4,龍船狀元 ,巴度,告東尼,1129,127.0,1,-,2 2 2 2 1,1:49.51,2.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G070,19/11/2023,2,G070
 2,1,飛輪閃耀 ,艾道拿,廖康銘,1236,135.0,6,3/4,9 9 9 9 2,1:49.65,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E054,19/11/2023,2,E054
 3,3,保羅承傳 ,潘明輝,羅富全,1096,127.0,7,3/4,1 1 1 1 3,1:49.65,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C517,19/11/2023,2,C517
4,2,笑哥兒 ,賀銘年,蔡約翰,1041,130.0,2,1,4 3 3 4 4,1:49.66,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E365,19/11/2023,2,E365
5,9,路路醒 ,蔡明紹,羅富全,1126,118.0,5,1-3/4,3 4 4 3 5,1:49.79,42.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E053,19/11/2023,2,E053
6,6,時時有餘 ,何澤堯,方嘉柏,1079,123.0,3,1-3/4,5 6 6 5 6,1:49.79,9.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C465,19/11/2023,2,C465
7,5,勇猛神駒 ,霍宏聲,沈集成,1191,123.0,4,2-1/4,6 8 8 7 7,1:49.87,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C462,19/11/2023,2,C462
8,8,寶賢得得 ,楊明綸,方嘉柏,1113,120.0,8,2-3/4,8 5 5 6 8,1:49.95,25.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E430,19/11/2023,2,E430
9,7,同舟共濟 ,潘頓,黎昭昇,1062,122.0,9,3,7 7 7 8 9,1:49.99,3.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G075,19/11/2023,2,G075
1,4,錶之銀河 ,田泰安,伍鵬志,1168,125.0,10,-,9 7 1,1:08.65,3.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H399,19/11/2023,1,H399
2,6,星運少爵 ,何澤堯,方嘉柏,1155,124.0,6,1-3/4,1 0 1 1 2,1:08.94,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H459,19/11/2023,1,H459
3,8,爵登 ,潘頓,蘇偉賢,1139,120.0,7,2,4 3 3,1:08.98,3.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H266,19/11/2023,1,H266
4,3,實力派 ,艾道拿,賀賢,1042,130.0,2,2-1/4,7 6 4,1:09.02,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E447,19/11/2023,1,E447
5,2,寰宇豐采 ,希威森,黎昭昇,1163,130.0,8,2-3/4,2 1 5,1:09.11,8.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H362,19/11/2023,1,H362
6,13,善傳萬里 ,巴度,文家良,1117,117.0,1,4-1/4,8 9 6,1:09.35,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D167,19/11/2023,1,D167
7,10,翩翩君子 ,嘉里,蔡約翰,1180,119.0,4,4-3/4,5 5 7,1:09.41,8.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G013,19/11/2023,1,G013
8,5,龍之心 ,楊明綸,呂健威,1232,124.0,3,5,3 4 8,1:09.43,8.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G469,19/11/2023,1,G469
9,1,知道再勝 ,周俊樂,沈集成,1300,133.0,13,5-1/4,1 3 1 2 9,1:09.49,53.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E178,19/11/2023,1,E178
10,7,花果猴王 ,蔡明紹,告東尼,1111,120.0,12,5-1/2,1 1 1 0 1 0,1:09.54,26.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H455,19/11/2023,1,H455
11,11,久久為尊 ,梁家俊,大衛希斯,1193,119.0,14,5-3/4,1 4 1 4 1 1,1:09.57,112.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J053,19/11/2023,1,J053
12,14,大眾勝利 ,巫顯東,羅富全,1132,115.0,9,11-3/4,1 2 1 3 1 2,1:10.54,166.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E177,19/11/2023,1,E177
13,9,快樂奇兵 ,潘明輝,容天鵬,1068,118.0,5,13-1/2,6 8 1 3,1:10.80,49.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H297,19/11/2023,1,H297
14,12,加州威勝 ,艾兆禮,告東尼,1266,117.0,11,18-1/4,1 2 1 4,1:11.56,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G160,19/11/2023,1,G160
1,3,滿歡笑 ,艾道拿,鄭俊偉,1190,134.0,4,-,9 1 0 8 1,1:21.62,5.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G461,19/11/2023,5,G461
2,2,光年八十 ,周俊樂,容天鵬,1251,132.0,5,1-1/2,5 4 4 2,1:21.84,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H170,19/11/2023,5,H170
3,6,電路九號 ,蔡明紹,巫偉傑,1163,128.0,2,2,1 4 1 3 1 1 3,1:21.92,7.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G140,19/11/2023,5,G140
4,4,神舟時代 ,梁家俊,丁冠豪,1166,130.0,8,3-3/4,3 5 3 4,1:22.22,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D507,19/11/2023,5,D507
5,9,縱橫大進 ,何澤堯,黎昭昇,1126,123.0,12,4-1/4,1 2 1 2 1 2 5,1:22.31,51.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H072,19/11/2023,5,H072
6,5,你知我得 ,艾兆禮,姚本輝,1151,130.0,14,5-1/4,7 6 6 6,1:22.44,5.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H278,19/11/2023,5,H278
7,13,好玩福星 ,田泰安,伍鵬志,1123,118.0,1,5-1/4,1 0 8 5 7,1:22.45,6.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E013,19/11/2023,5,E013
8,8,美麗歡聲 ,陳嘉熙,告東尼,1221,118.0,11,5-1/4,1 1 1 1 1 0 8,1:22.46,71.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H066,19/11/2023,5,H066
9,10,潮州大兄 ,董明朗,文家良,1062,120.0,7,5-1/2,2 1 2 9,1:22.48,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E188,19/11/2023,5,E188
10,11,精明勇駿 ,楊明綸,蘇偉賢,1112,120.0,10,5-3/4,1 2 1 1 0,1:22.55,44.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G031,19/11/2023,5,G031
11,7,可愛新星 ,賀銘年,葉楚航,1116,124.0,3,6-1/2,8 7 9 1 1,1:22.66,29.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H291,19/11/2023,5,H291
12,14,傳奇大師 ,潘明輝,呂健威,1061,115.0,9,8-1/2,1 3 1 4 1 4 1 2,1:22.97,62.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G376,19/11/2023,5,G376
13,12,極速之星 ,巴度,賀賢,1076,119.0,6,9,6 9 1 3 1 3,1:23.06,9.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G181,19/11/2023,5,G181
14,1,艾莉奧 ,霍宏聲,大衛希斯,1213,134.0,13,12-1/4,4 3 7 1 4,1:23.57,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G223,19/11/2023,5,G223
1,8,驕陽明駒 ,艾道拿,蔡約翰,1102,122.0,4,-,6 5 1,1:08.49,3.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H302,19/11/2023,4,H302
2,1,包裝必勝 ,希威森,呂健威,1181,135.0,2,頸位,1 1 2,1:08.53,21.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G161,19/11/2023,4,G161
3,2,威力奔騰 ,潘頓,賀賢,1197,130.0,9,1/2,9 9 3,1:08.57,5.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G045,19/11/2023,4,G045
4,3,幸運有您 ,艾兆禮,羅富全,1192,130.0,7,1-3/4,5 6 4,1:08.79,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E356,19/11/2023,4,E356
5,9,幸運遇見 ,田泰安,大衛希斯,1080,120.0,5,3,2 2 5,1:08.99,2.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H274,19/11/2023,4,H274
6,5,美麗奔馳 ,蔡明紹,告東尼,1097,129.0,1,3-3/4,8 7 6,1:09.10,9.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G231,19/11/2023,4,G231
7,6,魅力寶駒 ,巴度,蔡約翰,1167,124.0,6,4-3/4,7 8 7,1:09.27,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G213,19/11/2023,4,G213
8,4,英雄豪傑 ,黃智弘,文家良,1218,120.0,3,5,4 4 8,1:09.28,89.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G207,19/11/2023,4,G207
9,7,實現夢想 ,何澤堯,羅富全,1269,122.0,8,7-1/4,3 3 9,1:09.65,6.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H308,19/11/2023,4,H308
1,10,九秒九 ,何澤堯,方嘉柏,1173,127.0,1,-,5 3 1,1:10.44,1.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E495,15/11/2023,1,E495
2,12,蒲俠超得 ,鍾易禮,鄭俊偉,1176,112.0,6,1,9 9 2,1:10.61,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E138,15/11/2023,1,E138
3,3,杭州飛輪 ,潘頓,容天鵬,1033,135.0,8,1-3/4,1 2 1 0 3,1:10.71,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E149,15/11/2023,1,E149
 4,11,怪獸豪俠 ,董明朗,文家良,1110,126.0,7,2-1/4,3 4 4,1:10.80,7.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G282,15/11/2023,1,G282
5,4,晉神 ,田泰安,葉楚航,1047,134.0,3,2-1/4,1 0 1 2 5,1:10.81,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C476,15/11/2023,1,C476
6,2,月球 ,梁家俊,黎昭昇,1155,135.0,4,2-1/2,6 6 6,1:10.82,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D409,15/11/2023,1,D409
7,8,奮鬥傳奇 ,希威森,蘇偉賢,1142,132.0,2,3,8 7 7,1:10.94,46.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H132,15/11/2023,1,H132
8,5,妙玲瓏 ,艾道拿,巫偉傑,1140,133.0,9,4-1/2,7 8 8,1:11.17,29.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H068,15/11/2023,1,H068
9,7,鑽石寶寶 ,巴度,姚本輝,1194,133.0,5,5,2 1 9,1:11.23,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G063,15/11/2023,1,G063
10,1,合金皇 ,賀銘年,丁冠豪,1130,135.0,11,5,4 5 1 0,1:11.24,22.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D287,15/11/2023,1,D287
11,6,八卦 ,周俊樂,徐雨石,1152,131.0,12,9,1 2 1 1,1:11.89,26.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C102,15/11/2023,1,C102
12,9,天駿寶 ,艾兆禮,蔡約翰,1186,129.0,10,9-3/4,1 1 1 1 1 2,1:11.99,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H275,15/11/2023,1,H275
1,4,財才 ,潘頓,伍鵬志,1167,121.0,6,-,5 5 1,0:56.63,3.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H125,15/11/2023,2,H125
 2,6,浪茄仔 ,巴度,告東尼,1056,120.0,5,1-1/2,4 4 2,0:56.88,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H150,15/11/2023,2,H150
3,2,帖木兒 ,何澤堯,方嘉柏,1193,130.0,4,1-3/4,6 6 3,0:56.90,6.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2017_B001,15/11/2023,2,B001
 4,1,人和家興 ,鍾易禮,大衛希斯,1187,130.0,7,3-1/4,2 2 4,0:57.15,6.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E061,15/11/2023,2,E061
5,7,運來勇士 ,田泰安,伍鵬志,1100,115.0,8,3-1/4,3 3 5,0:57.17,4.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H229,15/11/2023,2,H229
6,8,令才 ,賀銘年,伍鵬志,1073,117.0,3,4,1 1 6,0:57.27,6.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D350,15/11/2023,2,D350
7,3,日日型 ,嘉里,羅富全,1218,128.0,2,5-1/4,8 7 7,0:57.47,34.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E322,15/11/2023,2,E322
8,5,家樂龍駒 ,艾道拿,賀賢,1017,121.0,1,5-1/4,7 8 8,0:57.48,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H396,15/11/2023,2,H396
1,12,萬事靚 ,巫顯東,容天鵬,1238,114.0,3,-,5 4 1,1:09.90,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H148,15/11/2023,6,H148
2,1,凌厲 ,潘頓,蔡約翰,1042,135.0,8,1-1/4,3 3 2,1:10.09,4.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H082,15/11/2023,6,H082
3,4,金運來 ,艾道拿,文家良,1106,128.0,2,2,6 5 3,1:10.20,5.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H159,15/11/2023,6,H159
4,3,添開心 ,霍宏聲,伍鵬志,1140,131.0,9,2-3/4,1 1 4,1:10.33,3.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H203,15/11/2023,6,H203
5,2,三代同心 ,鍾易禮,告東尼,1139,129.0,5,4-1/4,1 1 9 5,1:10.59,80.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H065,15/11/2023,6,H065
6,8,上校 ,田泰安,姚本輝,1198,122.0,7,5,2 2 6,1:10.71,7.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D090,15/11/2023,6,D090
7,7,木火龍駒 ,梁家俊,鄭俊偉,995,125.0,10,6,1 2 1 2 7,1:10.86,89.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H292,15/11/2023,6,H292
8,5,金獅勝將 ,希威森,大衛希斯,1064,127.0,4,7,8 1 0 8,1:11.02,65.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J004,15/11/2023,6,J004
9,6,荷花之星 ,艾兆禮,沈集成,1092,127.0,6,7-1/2,1 0 1 1 9,1:11.10,6.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J016,15/11/2023,6,J016
10,10,勝出風采 ,董明朗,黎昭昇,1092,119.0,1,8,9 7 1 0,1:11.17,93.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H145,15/11/2023,6,H145
11,11,神行百變 ,楊明綸,蘇偉賢,1108,118.0,11,8,7 6 1 1,1:11.18,134.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H102,15/11/2023,6,H102
12,9,電訊同心 ,巴度,徐雨石,1264,120.0,12,39,4 8 1 2,1:16.12,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G310,15/11/2023,6,G310
1,6,超超比 ,周俊樂,沈集成,1154,125.0,4,-,8 9 9 1,1:39.49,2.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H109,15/11/2023,9,H109
2,9,話你知 ,何澤堯,方嘉柏,1220,122.0,8,3/4,9 8 8 2,1:39.63,6.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G392,15/11/2023,9,G392
3,4,浪漫老撾 ,潘頓,巫偉傑,1141,129.0,1,1-1/2,6 6 5 3,1:39.74,5.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G476,15/11/2023,9,G476
4,11,論文 ,巴度,羅富全,1182,121.0,5,2-1/4,5 5 4 4,1:39.83,7.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H111,15/11/2023,9,H111
5,5,陸知 ,董明朗,黎昭昇,1189,129.0,6,2-3/4,7 7 7 5,1:39.92,20.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G120,15/11/2023,9,G120
6,8,怪獸奇兵 ,梁家俊,文家良,1170,124.0,3,3-1/4,3 3 3 6,1:40.00,62.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E369,15/11/2023,9,E369
7,12,金發銀發 ,艾兆禮,呂健威,1209,118.0,11,4,1 1 1 0 1 0 7,1:40.11,98.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G112,15/11/2023,9,G112
8,1,精彩生活 ,希威森,姚本輝,1137,135.0,9,4-3/4,2 2 2 8,1:40.26,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E192,15/11/2023,9,E192
9,3,波爾多 ,艾道拿,蔡約翰,1065,131.0,2,5-1/2,1 0 1 1 1 2 9,1:40.36,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E273,15/11/2023,9,E273
10,10,久久為攻 ,田泰安,大衛希斯,1185,122.0,10,6-1/4,1 2 1 2 1 1 1 0,1:40.50,67.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E472,15/11/2023,9,E472
11,7,勝得出色 ,潘明輝,伍鵬志,1130,123.0,12,8,1 1 1 1 1,1:40.75,33.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G215,15/11/2023,9,G215
12,2,又龍串鳳 ,鍾易禮,告東尼,1063,130.0,7,12-1/4,4 4 6 1 2,1:41.45,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E461,15/11/2023,9,E461
1,11,皇仁福星 ,田泰安,伍鵬志,1127,121.0,4,-,1 1 1 1,1:39.97,2.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H128,15/11/2023,3,H128
2,3,錢多多 ,潘頓,大衛希斯,1092,134.0,6,頸位,5 5 6 2,1:40.03,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E397,15/11/2023,3,E397
 3,12,勝利之皇 ,巴度,蘇偉賢,1128,119.0,12,1-1/2,1 2 1 2 7 3,1:40.20,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E457,15/11/2023,3,E457
 4,9,怡昌勇士 ,潘明輝,賀賢,1090,122.0,1,1-1/2,6 6 5 4,1:40.21,5.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E025,15/11/2023,3,E025
5,8,極速奇兵 ,艾兆禮,姚本輝,1212,126.0,10,1-1/2,2 2 2 5,1:40.22,27.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H346,15/11/2023,3,H346
6,1,架勢奇爸 ,周俊樂,容天鵬,1160,133.0,2,2,7 7 9 6,1:40.30,9.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G312,15/11/2023,3,G312
7,6,開心三多 ,鍾易禮,告東尼,1011,123.0,5,2-1/2,8 8 8 7,1:40.39,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H293,15/11/2023,3,H293
8,4,喜快 ,艾道拿,黎昭昇,1177,133.0,7,3-1/4,9 9 1 0 8,1:40.49,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G143,15/11/2023,3,G143
9,5,躡景追飛 ,希威森,沈集成,1022,132.0,8,3-1/2,1 0 1 1 1 2 9,1:40.53,27.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E478,15/11/2023,3,E478
10,2,大力猴王 ,賀銘年,韋達,1094,135.0,3,3-3/4,4 3 3 1 0,1:40.56,8.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G307,15/11/2023,3,G307
11,10,閃耀威龍 ,梁家俊,文家良,1082,123.0,9,7-3/4,3 4 4 1 1,1:41.23,57.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G427,15/11/2023,3,G427
12,7,星雲浩騰 ,霍宏聲,葉楚航,1132,128.0,11,8-3/4,1 1 1 0 1 1 1 2,1:41.39,89.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G372,15/11/2023,3,G372
1,1,傑出漢子 ,希威森,呂健威,1095,135.0,5,-,2 2 1,1:09.72,4.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G455,15/11/2023,8,G455
2,4,好友心得 ,潘頓,大衛希斯,1170,129.0,1,頸位,1 1 2,1:09.77,3.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H303,15/11/2023,8,H303
3,3,喜至寶 ,何澤堯,方嘉柏,1169,129.0,2,1,7 6 3,1:09.90,3.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H262,15/11/2023,8,H262
4,7,電玩精英 ,田泰安,韋達,1057,126.0,10,1-1/2,1 1 1 1 4,1:09.95,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H356,15/11/2023,8,H356
5,5,合夥雄心 ,艾兆禮,沈集成,1143,127.0,8,2,6 7 5,1:10.04,9.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E218,15/11/2023,8,E218
6,2,勝神威 ,艾道拿,黎昭昇,1132,130.0,9,2-1/4,1 0 1 0 6,1:10.07,76.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H055,15/11/2023,8,H055
7,9,泉龍駒 ,董明朗,鄭俊偉,1162,124.0,11,3-3/4,4 4 7,1:10.31,53.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E126,15/11/2023,8,E126
8,6,威威父子 ,霍宏聲,賀賢,987,127.0,7,4-1/2,1 2 1 2 8,1:10.43,184.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H419,15/11/2023,8,H419
9,10,駿寶 ,巴度,羅富全,1161,123.0,6,6,9 8 9,1:10.69,20.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G261,15/11/2023,8,G261
10,11,超悅明駒 ,楊明綸,蘇偉賢,1193,120.0,4,6-3/4,5 3 1 0,1:10.81,60.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G003,15/11/2023,8,G003
