名次,馬號,馬名,騎師,練馬師,排位體重,實際負磅,檔位,頭馬距離,沿途走位,完成時間,獨嬴賠率,horse_info_url,日期,場次,horse_id
8,11,電訊犇豹 ,班德禮,葉楚航,1155,122.0,8,3,1 0 9 1 0 1 2 8,1:49.54,43.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D405,21/05/2023,5,D405
9,9,縱橫十六 ,梁家俊,文家良,1293,124.0,5,3-1/4,1 1 1 1 1 2 1 1 9,1:49.61,8.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E244,21/05/2023,5,E244
10,6,瑪神滿紛 ,周俊樂,容天鵬,1159,128.0,4,4-1/4,4 4 5 6 1 0,1:49.74,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E319,21/05/2023,5,E319
11,5,追風驥足 ,巴度,蘇偉賢,1022,130.0,6,4-1/4,8 5 4 3 1 1,1:49.76,55.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D009,21/05/2023,5,D009
12,12,超趣 ,鍾易禮,高伯新,1128,111.0,14,6-1/2,9 1 0 8 8 1 2,1:50.12,27.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C285,21/05/2023,5,C285
13,1,電路九號 ,田泰安,告東尼,1139,135.0,13,8-3/4,1 4 1 4 1 4 1 4 1 3,1:50.46,20.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G140,21/05/2023,5,G140
14,3,馬有運 ,楊明綸,伍鵬志,1100,135.0,7,12-3/4,1 3 1 3 1 1 1 0 1 4,1:51.13,153.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H121,21/05/2023,5,H121
1,7,巴基之友 ,潘頓,蘇偉賢,1066,131.0,6,-,2 3 5 4 1,1:49.91,4.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2017_B370,13/05/2023,1,B370
2,1,紅麗舍 ,梁家俊,文家良,1191,135.0,14,1-1/4,8 5 3 3 2,1:50.10,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2016_A005,13/05/2023,1,A005
3,11,從所願 ,霍宏聲,丁冠豪,1194,125.0,5,1-1/2,1 2 1 1 3,1:50.14,6.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G036,13/05/2023,1,G036
 4,14,齊喜 ,鍾易禮,高伯新,1066,109.0,10,2-1/4,5 1 2 2 4,1:50.26,23.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G077,13/05/2023,1,G077
5,8,爸巴閉 ,蔡明紹,徐雨石,1116,129.0,2,2-1/4,1 0 1 0 1 0 7 5,1:50.28,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D235,13/05/2023,1,D235
6,9,幸運飛彈 ,潘明輝,賀賢,1151,126.0,4,3-3/4,4 6 7 9 6,1:50.49,7.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C501,13/05/2023,1,C501
7,10,皇金風速 ,馬雅,苗禮德,1010,126.0,3,4-1/4,3 4 4 5 7,1:50.59,52.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E448,13/05/2023,1,E448
8,3,果然駿 ,布文,方嘉柏,1122,133.0,7,5-1/4,1 1 1 2 1 2 1 1 8,1:50.74,4.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G162,13/05/2023,1,G162
9,13,勝出魅力 ,班德禮,韋達,1221,117.0,8,6-1/4,6 8 9 1 0 9,1:50.91,21.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D192,13/05/2023,1,D192
10,12,帥男 ,張志立,鄭俊偉,1188,120.0,12,7-1/4,1 4 1 4 1 4 1 3 1 0,1:51.07,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D459,13/05/2023,1,D459
11,6,其利斷金 ,周俊樂,葉楚航,1156,129.0,9,8,1 2 1 1 1 1 1 2 1 1,1:51.17,22.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2017_B426,13/05/2023,1,B426
12,4,紅褲之王 ,田泰安,賀賢,1089,133.0,13,8-1/2,1 3 1 3 1 3 1 4 1 2,1:51.25,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E262,13/05/2023,1,E262
13,5,非池 ,何澤堯,沈集成,1052,131.0,1,9-1/4,7 7 8 6 1 3,1:51.38,64.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G472,13/05/2023,1,G472
14,2,活力多多 ,巴度,伍鵬志,1213,134.0,11,10,9 9 6 8 1 4,1:51.52,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H022,13/05/2023,1,H022
 1,9,閃電烈馬 ,賀銘年,葉楚航,1192,127.0,11,-,1 1 1,0:56.66,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C201,13/05/2023,4,C201
2,13,龍城強將 ,田泰安,韋達,1011,118.0,12,短馬頭位,5 4 2,0:56.68,48.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H095,13/05/2023,4,H095
3,4,海豚星 ,巫顯東,徐雨石,1210,127.0,2,3,3 2 3,0:57.13,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C332,13/05/2023,4,C332
4,5,悠悠我心 ,布文,賀賢,1153,128.0,3,3-1/4,9 8 4,0:57.19,6.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H245,13/05/2023,4,H245
5,7,善財童子 ,潘頓,蔡約翰,1064,128.0,9,3-3/4,4 5 5,0:57.26,3.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H284,13/05/2023,4,H284
6,6,高份數 ,班德禮,容天鵬,1120,128.0,1,4,7 7 6,0:57.30,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G413,13/05/2023,4,G413
7,11,東方精神 ,嘉里,大衛希斯,1248,120.0,5,5-1/4,6 6 7,0:57.49,63.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H077,13/05/2023,4,H077
8,3,營造創科 ,艾道拿,呂健威,1115,130.0,8,5-3/4,1 2 1 0 8,0:57.56,5.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G459,13/05/2023,4,G459
9,2,添開心 ,周俊樂,伍鵬志,1136,128.0,4,6-1/4,1 1 1 1 9,0:57.64,8.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H203,13/05/2023,4,H203
10,12,凱旋再來 ,何澤堯,羅富全,1099,119.0,10,6-1/4,8 9 1 0,0:57.64,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G320,13/05/2023,4,G320
11,10,開心馬 ,蔡明紹,文家良,1084,120.0,6,6-1/2,2 3 1 1,0:57.70,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H061,13/05/2023,4,H061
12,1,好玩福星 ,梁家俊,何良,1119,135.0,7,10-3/4,1 0 1 2 1 2,0:58.38,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E013,13/05/2023,4,E013
WV,8,至旺財 ,黃智弘,韋達,---,118.0,---,---,,---,---,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H273,13/05/2023,4,H273
1,1,步履如風 ,潘頓,容天鵬,1130,135.0,10,-,1 1 1,1:10.58,5.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G407,13/05/2023,3,G407
2,11,都柏名駒 ,田泰安,文家良,1263,121.0,11,頸位,9 7 2,1:10.63,28.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C436,13/05/2023,3,C436
3,4,萬事快 ,布文,姚本輝,1155,129.0,7,1/2,2 2 3,1:10.69,2.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G416,13/05/2023,3,G416
4,8,好運寶馬 ,班德禮,何良,1120,124.0,1,1-1/4,4 5 4,1:10.78,8.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E157,13/05/2023,3,E157
5,2,翩翩君子 ,巴度,蔡約翰,1178,134.0,4,2,3 3 5,1:10.89,44.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G013,13/05/2023,3,G013
6,6,俠客行 ,梁家俊,伍鵬志,1223,127.0,9,2-1/2,6 4 6,1:10.98,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H052,13/05/2023,3,H052
7,10,喜悅精靈 ,霍宏聲,賀賢,1208,123.0,8,4,1 1 8 7,1:11.23,9.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E388,13/05/2023,3,E388
8,7,世界籐王 ,何澤堯,黎昭昇,1084,125.0,6,4-1/4,1 0 1 1 8,1:11.27,53.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G384,13/05/2023,3,G384
9,3,戰鬥英雄 ,黃智弘,方嘉柏,1101,121.0,2,5-1/4,5 6 9,1:11.42,50.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D050,13/05/2023,3,D050
10,5,寶安威 ,蔡明紹,丁冠豪,1104,128.0,5,8-1/2,8 9 1 0,1:11.93,9.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H201,13/05/2023,3,H201
11,12,與龍起舞 ,嘉里,大衛希斯,986,119.0,3,11-1/2,7 1 0 1 1,1:12.41,150.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_H013,13/05/2023,3,H013
12,9,特威 ,周俊樂,蘇偉賢,994,121.0,12,30-1/2,1 2 1 2 1 2,1:15.46,94.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G375,13/05/2023,3,G375
1,7,港林福將 ,梁家俊,羅富全,1221,125.0,2,-,5 5 3 1,1:23.73,9.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H192,13/05/2023,6,H192
2,12,領航傳祺 ,潘明輝,沈集成,1138,115.0,10,1-1/2,8 1 0 6 2,1:23.95,5.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G126,13/05/2023,6,G126
3,4,太陽拍檔 ,布文,姚本輝,1210,129.0,11,2-3/4,1 4 5 3,1:24.12,3.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E364,13/05/2023,6,E364
4,1,艾莉奧 ,潘頓,大衛希斯,1208,135.0,14,3-1/2,4 2 1 4,1:24.29,6.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G223,13/05/2023,6,G223
5,6,一支箭 ,艾道拿,賀賢,1036,127.0,9,5-1/2,1 2 1 3 1 2 5,1:24.62,57.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H276,13/05/2023,6,H276
6,2,金鎗武士 ,何澤堯,呂健威,1199,132.0,6,5-1/2,3 3 4 6,1:24.62,4.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H024,13/05/2023,6,H024
7,5,恐龍仔 ,周俊樂,容天鵬,1192,125.0,3,5-3/4,1 4 1 2 1 1 7,1:24.67,123.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G473,13/05/2023,6,G473
8,8,奮鬥傳奇 ,霍宏聲,蘇偉賢,1126,122.0,7,6-3/4,1 3 1 4 1 4 8,1:24.79,173.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H132,13/05/2023,6,H132
9,3,健康之星 ,鍾易禮,告東尼,1057,123.0,13,6-3/4,7 6 7 9,1:24.81,8.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G374,13/05/2023,6,G374
10,9,喜駿風采 ,蔡明紹,文家良,1222,121.0,8,7,2 1 2 1 0,1:24.86,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G422,13/05/2023,6,G422
11,10,獨角獸 ,班德禮,方嘉柏,1205,121.0,12,7,1 1 1 1 9 1 1,1:24.87,47.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G466,13/05/2023,6,G466
12,14,魅力一驕 ,田泰安,蔡約翰,1132,115.0,4,14,9 8 8 1 2,1:25.98,43.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G418,13/05/2023,6,G418
13,11,光明先驅 ,賀銘年,葉楚航,1023,118.0,5,14-3/4,6 7 1 3 1 3,1:26.08,31.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G255,13/05/2023,6,G255
14,13,天下有才 ,巴度,伍鵬志,1149,117.0,1,16-3/4,1 0 9 1 0 1 4,1:26.39,127.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_H001,13/05/2023,6,H001
1,2,知道再勝 ,周俊樂,沈集成,1302,130.0,1,-,4 1 1,1:10.99,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E178,13/05/2023,8,E178
 2,4,你知我拼 ,何澤堯,姚本輝,1161,128.0,11,1-1/2,5 5 2,1:11.23,4.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G343,13/05/2023,8,G343
3,1,威力奔騰 ,布文,賀賢,1196,135.0,5,1-3/4,9 7 3,1:11.25,4.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G045,13/05/2023,8,G045
4,10,逆市奇爸 ,巫顯東,容天鵬,1304,117.0,8,3,1 1 1 1 4,1:11.47,139.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E321,13/05/2023,8,E321
5,3,魅力寶駒 ,田泰安,蔡約翰,1178,129.0,4,4,6 6 5,1:11.65,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G213,13/05/2023,8,G213
6,8,實力哥 ,梁家俊,大衛希斯,1179,123.0,10,5-1/4,8 9 6,1:11.84,99.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H228,13/05/2023,8,H228
7,12,加州威勝 ,蔡明紹,告東尼,1229,118.0,3,5-3/4,2 3 7,1:11.89,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G160,13/05/2023,8,G160
8,9,開心高球 ,潘頓,羅富全,1193,121.0,2,6,3 2 8,1:11.93,2.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H056,13/05/2023,8,H056
9,11,維港奔流 ,張志立,丁冠豪,1112,119.0,7,6-1/4,7 8 9,1:12.00,133.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D042,13/05/2023,8,D042
10,6,夢巴黎 ,潘明輝,何良,1193,124.0,9,8-1/4,1 4 1 0,1:12.33,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E335,13/05/2023,8,E335
11,7,勇冠皇子 ,艾道拿,黎昭昇,1167,123.0,6,9,1 0 1 0 1 1,1:12.45,109.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H268,13/05/2023,8,H268
12,5,論文 ,巴度,高伯新,1141,127.0,12,9-3/4,1 2 1 2 1 2,1:12.53,30.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H111,13/05/2023,8,H111
1,6,揚揚大道 ,蔡明紹,羅富全,1175,129.0,3,-,7 5 1,1:10.09,2.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G050,13/05/2023,2,G050
2,5,佳運發 ,布文,大衛希斯,1164,132.0,1,頸位,5 4 2,1:10.16,5.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E435,13/05/2023,2,E435
 3,4,烈火駿馬 ,何澤堯,姚本輝,1153,133.0,10,2-3/4,1 2 1 2 3,1:10.52,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G339,13/05/2023,2,G339
4,10,日新月著 ,霍宏聲,賀賢,1049,125.0,6,2-3/4,8 8 4,1:10.53,5.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G109,13/05/2023,2,G109
5,3,加州凱歌 ,陳嘉熙,告東尼,1322,129.0,5,4,6 7 5,1:10.73,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D067,13/05/2023,2,D067
6,9,天駿寶 ,潘頓,蔡約翰,1180,128.0,8,6-1/4,1 0 1 0 6,1:11.08,22.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H275,13/05/2023,2,H275
7,1,電子兄弟 ,梁家俊,文家良,1310,135.0,2,7-1/4,2 2 7,1:11.24,7.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E266,13/05/2023,2,E266
8,2,皮具先鋒 ,艾道拿,容天鵬,1015,135.0,4,7-1/4,9 9 8,1:11.26,42.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E491,13/05/2023,2,E491
9,11,精明勇駿 ,班德禮,何良,1113,122.0,12,7-3/4,3 3 9,1:11.35,24.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G031,13/05/2023,2,G031
10,7,妙玲瓏 ,鍾易禮,沈集成,1138,121.0,7,8-3/4,4 6 1 0,1:11.50,53.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H068,13/05/2023,2,H068
11,12,洪運派彩 ,田泰安,徐雨石,1152,116.0,11,9,1 1 1 1,1:11.55,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G414,13/05/2023,2,G414
12,8,小鳥 ,巫顯東,呂健威,1043,126.0,9,10,1 1 1 1 1 2,1:11.69,127.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H040,13/05/2023,2,H040
WV,"
",競技勇士 ,周俊樂,葉楚航,---,124.0,---,---,,---,---,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2017_B285,13/05/2023,2,B285
1,1,川河冠駒 ,黃智弘,方嘉柏,1043,125.0,10,-,1 4 1 4 1 3 1,1:23.88,8.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G139,13/05/2023,5,G139
2,9,是必飛飛 ,潘頓,苗禮德,1317,124.0,9,2-1/2,3 4 5 2,1:24.27,4.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D121,13/05/2023,5,D121
 3,5,北海盜 ,布文,賀賢,1085,129.0,6,2-3/4,1 0 1 1 1 0 3,1:24.34,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H233,13/05/2023,5,H233
4,12,武林至尊 ,田泰安,大衛希斯,1080,122.0,8,3,8 7 7 4,1:24.35,8.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H027,13/05/2023,5,H027
5,2,喜報圍家 ,何澤堯,黎昭昇,1147,132.0,1,3-1/2,5 5 4 5,1:24.44,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G437,13/05/2023,5,G437
6,8,珍珠哥 ,馬雅,葉楚航,1023,125.0,14,3-3/4,1 1 1 0 1 1 6,1:24.49,23.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H030,13/05/2023,5,H030
7,11,星洲駿馬 ,蔡明紹,告東尼,1108,122.0,12,4-3/4,4 3 3 7,1:24.62,23.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G047,13/05/2023,5,G047
8,13,上校 ,艾道拿,姚本輝,1168,119.0,5,5,1 1 1 8,1:24.66,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D090,13/05/2023,5,D090
9,7,幸運天賦 ,梁家俊,伍鵬志,1149,126.0,11,5-1/4,1 2 1 2 9 9,1:24.72,36.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H209,13/05/2023,5,H209
10,4,幸運星球 ,霍宏聲,韋達,1066,129.0,7,5-1/2,2 2 2 1 0,1:24.76,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H235,13/05/2023,5,H235
11,14,峰爭 ,巴度,羅富全,1102,117.0,2,5-1/2,6 6 6 1 1,1:24.78,6.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D472,13/05/2023,5,D472
12,6,滿載歸來 ,班德禮,容天鵬,1174,118.0,13,7,1 3 1 3 1 4 1 2,1:24.98,53.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H083,13/05/2023,5,H083
13,10,長長友 ,周俊樂,容天鵬,1240,121.0,3,10-1/4,9 9 8 1 3,1:25.52,6.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2017_B472,13/05/2023,5,B472
14,3,鑽石福將 ,賀銘年,蔡約翰,1092,129.0,4,11-1/2,7 8 1 2 1 4,1:25.71,98.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H285,13/05/2023,5,H285
WV,"
",駿皇寶 ,嘉里,蘇偉賢,---,128.0,---,---,,---,---,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H067,13/05/2023,5,H067
1,5,勇敢夢想 ,布文,告東尼,1088,127.0,4,-,1 0 9 5 1,1:24.24,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G156,13/05/2023,9,G156
2,2,加州偟者 ,蔡明紹,告東尼,1067,133.0,11,1/2,9 1 0 1 0 2,1:24.32,8.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H258,13/05/2023,9,H258
 3,13,魅力一心 ,艾道拿,蔡約翰,1176,119.0,6,3/4,1 2 1 2 1 2 3,1:24.36,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H195,13/05/2023,9,H195
4,7,電子傳奇 ,周俊樂,文家良,1112,123.0,9,3/4,2 2 2 4,1:24.37,40.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G028,13/05/2023,9,G028
5,1,開心寶貝 ,潘頓,黎昭昇,1166,135.0,10,1-1/4,1 1 1 1 1 1 5,1:24.46,5.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H091,13/05/2023,9,H091
6,9,大紅袍 ,鍾易禮,羅富全,1185,118.0,1,2-1/4,1 1 1 6,1:24.60,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E445,13/05/2023,9,E445
7,14,順勢贏 ,田泰安,賀賢,1079,118.0,13,3-3/4,4 3 4 7,1:24.84,7.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E043,13/05/2023,9,E043
8,4,星運子爵 ,巴度,方嘉柏,1177,128.0,2,4,8 4 3 8,1:24.88,42.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D187,13/05/2023,9,D187
9,8,金佰令 ,梁家俊,姚本輝,1181,125.0,3,4-1/4,5 5 7 9,1:24.94,3.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G434,13/05/2023,9,G434
10,3,一定美麗 ,賀銘年,蔡約翰,1169,132.0,7,4-1/2,3 6 6 1 0,1:24.95,9.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E279,13/05/2023,9,E279
11,11,好如意 ,中野省吾,鄭俊偉,1281,121.0,12,6,7 8 8 1 1,1:25.18,157.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H299,13/05/2023,9,H299
12,6,美麗喝采 ,班德禮,韋達,1195,125.0,8,6,6 7 9 1 2,1:25.19,7.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G137,13/05/2023,9,G137
13,12,海島材子 ,巫顯東,姚本輝,1063,117.0,5,19-1/2,1 3 1 3 1 3 1 3,1:27.36,57.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D219,13/05/2023,9,D219
WV,10,歐洲傳奇 ,何澤堯,呂健威,---,123.0,---,---,,---,---,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H153,13/05/2023,9,H153
1,12,紅運帝王 ,巴度,蔡約翰,1101,116.0,13,-,8 3 3 1,1:22.96,5.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H115,13/05/2023,7,H115
2,2,永遠美麗 ,潘頓,蔡約翰,1180,130.0,4,1-3/4,5 8 5 2,1:23.24,1.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_H008,13/05/2023,7,H008
3,3,綫路之星 ,霍宏聲,告東尼,1087,127.0,3,2-1/2,2 2 1 3,1:23.34,9.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G076,13/05/2023,7,G076
4,5,包裝智威 ,何澤堯,呂健威,1051,126.0,10,3-1/2,6 6 4 4,1:23.53,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G082,13/05/2023,7,G082
5,7,佳運財 ,田泰安,大衛希斯,1211,122.0,12,4-3/4,1 3 1 4 1 0 5,1:23.71,9.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E269,13/05/2023,7,E269
6,4,北極光 ,布文,賀賢,1109,126.0,14,5,1 4 1 3 1 1 6,1:23.74,25.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D105,13/05/2023,7,D105
